List,Seen,Name,Year,IMDB
1000+ Movies to Watch Before You Die,false,The Fly,1986,tt0091064
1000+ Movies to Watch Before You Die,false,Top Gun,1986,tt0092099
1000+ Movies to Watch Before You Die,false,Stand by Me,1986,tt0092005
1000+ Movies to Watch Before You Die,false,Henry: Portrait of a Serial Killer,1986,tt0099763
1000+ Movies to Watch Before You Die,false,Project A 2,1987,tt0092501
1000+ Movies to Watch Before You Die,false,The Dead,1987,tt0092843
1000+ Movies to Watch Before You Die,false,RoboCop,1987,tt0093870
1000+ Movies to Watch Before You Die,false,Housekeeping,1987,tt0093225
1000+ Movies to Watch Before You Die,false,Fatal Attraction,1987,tt0093010
1000+ Movies to Watch Before You Die,false,The Untouchables,1987,tt0094226
1000+ Movies to Watch Before You Die,false,Wall Street,1987,tt0094291
1000+ Movies to Watch Before You Die,false,Moonstruck,1987,tt0093565
1000+ Movies to Watch Before You Die,false,"Good Morning, Vietnam",1987,tt0093105
1000+ Movies to Watch Before You Die,false,Broadcast News,1987,tt0092699
1000+ Movies to Watch Before You Die,false,Full Metal Jacket,1987,tt0093058
1000+ Movies to Watch Before You Die,false,The Princess Bride,1987,tt0093779
1000+ Movies to Watch Before You Die,false,Raising Arizona,1987,tt0093822
1000+ Movies to Watch Before You Die,false,A Chinese Ghost Story,1987,tt0093978
1000+ Movies to Watch Before You Die,false,Wings of Desire,1987,tt0093191
1000+ Movies to Watch Before You Die,false,Babette's Feast,1987,tt0092603
1000+ Movies to Watch Before You Die,false,"Goodbye, Children",1987,tt0092593
1000+ Movies to Watch Before You Die,false,Withnail & I,1987,tt0094336
1000+ Movies to Watch Before You Die,false,Die Hard,1988,tt0095016
1000+ Movies to Watch Before You Die,false,Red Sorghum,1988,tt0093206
1000+ Movies to Watch Before You Die,false,Grave of the Fireflies,1988,tt0095327
1000+ Movies to Watch Before You Die,false,Women on the Verge of a Nervous Breakdown,1988,tt0095675
1000+ Movies to Watch Before You Die,false,Alice,1988,tt0095715
1000+ Movies to Watch Before You Die,false,Cinema Paradiso,1988,tt0095765
1000+ Movies to Watch Before You Die,false,The Vanishing,1988,tt0096163
1000+ Movies to Watch Before You Die,false,Landscape in the Mist,1988,tt0096288
1000+ Movies to Watch Before You Die,false,A Tale of the Wind,1988,tt0096337
1000+ Movies to Watch Before You Die,false,Bull Durham,1988,tt0094812
1000+ Movies to Watch Before You Die,false,Ariel,1988,tt0094675
1000+ Movies to Watch Before You Die,false,The Thin Blue Line,1988,tt0096257
1000+ Movies to Watch Before You Die,false,Akira,1988,tt0094625
1000+ Movies to Watch Before You Die,false,A Fish Called Wanda,1988,tt0095159
1000+ Movies to Watch Before You Die,false,The Naked Gun: From the Files of Police Squad!,1988,tt0095705
1000+ Movies to Watch Before You Die,false,Big,1988,tt0094737
1000+ Movies to Watch Before You Die,true,Who Framed Roger Rabbit,1988,tt0096438
1000+ Movies to Watch Before You Die,false,Rain Man,1988,tt0095953
1000+ Movies to Watch Before You Die,false,Dangerous Liaisons,1988,tt0094947
1000+ Movies to Watch Before You Die,false,Dead Ringers,1988,tt0094964
1000+ Movies to Watch Before You Die,false,"Distant Voices, Still Lives",1988,tt0095037
1000+ Movies to Watch Before You Die,false,The Accidental Tourist,1988,tt0094606
1000+ Movies to Watch Before You Die,false,Drowning by Numbers,1988,tt0092929
1000+ Movies to Watch Before You Die,false,Hôtel Terminus,1988,tt0095341
1000+ Movies to Watch Before You Die,false,Story of Women,1988,tt0096336
1000+ Movies to Watch Before You Die,false,"Sex, Lies, and Videotape",1989,tt0098724
1000+ Movies to Watch Before You Die,false,Tongues Untied,1989,tt0103099
1000+ Movies to Watch Before You Die,false,Roger & Me,1989,tt0098213
1000+ Movies to Watch Before You Die,false,Tetsuo: The Iron Man,1989,tt0096251
1000+ Movies to Watch Before You Die,false,"The Cook, the Thief, His Wife & Her Lover",1989,tt0097108
1000+ Movies to Watch Before You Die,false,The Decalogue,1989,tt0092337
1000+ Movies to Watch Before You Die,false,The Asthenic Syndrome,1989,tt0096841
1000+ Movies to Watch Before You Die,false,A City of Sadness,1989,tt0096908
1000+ Movies to Watch Before You Die,false,The Killer,1989,tt0097202
1000+ Movies to Watch Before You Die,true,When Harry Met Sally...,1989,tt0098635
1000+ Movies to Watch Before You Die,false,Crimes and Misdemeanors,1989,tt0097123
1000+ Movies to Watch Before You Die,false,Batman,1989,tt0096895
1000+ Movies to Watch Before You Die,false,Field of Dreams,1989,tt0097351
1000+ Movies to Watch Before You Die,false,Glory,1989,tt0097441
1000+ Movies to Watch Before You Die,false,My Left Foot,1989,tt0097937
1000+ Movies to Watch Before You Die,false,Drugstore Cowboy,1989,tt0097240
1000+ Movies to Watch Before You Die,false,Do the Right Thing,1989,tt0097216
1000+ Movies to Watch Before You Die,false,The Unbelievable Truth,1989,tt0100842
1000+ Movies to Watch Before You Die,false,Say Anything,1989,tt0098258
1000+ Movies to Watch Before You Die,false,Slacker,1990,tt0102943
1000+ Movies to Watch Before You Die,false,Close-Up,1990,tt0100234
1000+ Movies to Watch Before You Die,false,"No Fear, No Die",1990,tt0100536
1000+ Movies to Watch Before You Die,false,Trust,1990,tt0103130
1000+ Movies to Watch Before You Die,true,Goodfellas,1990,tt0099685
1000+ Movies to Watch Before You Die,false,King of New York,1990,tt0099939
1000+ Movies to Watch Before You Die,false,Pretty Woman,1990,tt0100405
1000+ Movies to Watch Before You Die,false,Dances with Wolves,1990,tt0099348
1000+ Movies to Watch Before You Die,false,Archangel,1990,tt0099053
1000+ Movies to Watch Before You Die,true,Total Recall,1990,tt0100802
1000+ Movies to Watch Before You Die,true,Edward Scissorhands,1990,tt0099487
1000+ Movies to Watch Before You Die,false,Reversal of Fortune,1990,tt0100486
1000+ Movies to Watch Before You Die,false,Jacob's Ladder,1990,tt0099871
1000+ Movies to Watch Before You Die,false,Hearts of Darkness: A Filmmaker's Apocalypse,1991,tt0102015
1000+ Movies to Watch Before You Die,true,Terminator 2: Judgment Day,1991,tt0103064
1000+ Movies to Watch Before You Die,false,The Silence of the Lambs,1991,tt0102926
1000+ Movies to Watch Before You Die,false,My Own Private Idaho,1991,tt0102494
1000+ Movies to Watch Before You Die,false,JFK,1991,tt0102138
1000+ Movies to Watch Before You Die,false,The Rapture,1991,tt0102757
1000+ Movies to Watch Before You Die,false,Boyz n the Hood,1991,tt0101507
1000+ Movies to Watch Before You Die,false,Once Upon a Time in China,1991,tt0103285
1000+ Movies to Watch Before You Die,false,The Double Life of Véronique,1991,tt0101765
1000+ Movies to Watch Before You Die,false,Europa,1991,tt0101829
1000+ Movies to Watch Before You Die,false,Raise the Red Lantern,1991,tt0101640
1000+ Movies to Watch Before You Die,false,A Brighter Summer Day,1991,tt0101985
1000+ Movies to Watch Before You Die,false,Center Stage,1991,tt0102816
1000+ Movies to Watch Before You Die,false,Thelma & Louise,1991,tt0103074
1000+ Movies to Watch Before You Die,false,Naked Lunch,1991,tt0102511
1000+ Movies to Watch Before You Die,false,Delicatessen,1991,tt0101700
1000+ Movies to Watch Before You Die,false,Candyman,1992,tt0103919
1000+ Movies to Watch Before You Die,false,A Tale of Winter,1992,tt0104008
1000+ Movies to Watch Before You Die,false,Romper Stomper,1992,tt0105275
1000+ Movies to Watch Before You Die,false,Strictly Ballroom,1992,tt0105488
1000+ Movies to Watch Before You Die,false,The Player,1992,tt0105151
1000+ Movies to Watch Before You Die,false,Reservoir Dogs,1992,tt0105236
1000+ Movies to Watch Before You Die,false,Glengarry Glen Ross,1992,tt0104348
1000+ Movies to Watch Before You Die,false,Unforgiven,1992,tt0105695
1000+ Movies to Watch Before You Die,false,The Crying Game,1992,tt0104036
1000+ Movies to Watch Before You Die,false,Bram Stoker's Dracula,1992,tt0103874
1000+ Movies to Watch Before You Die,false,Man Bites Dog,1992,tt0103905
1000+ Movies to Watch Before You Die,false,Aileen Wuornos: Selling of a Serial Killer,1992,tt0103634
1000+ Movies to Watch Before You Die,false,Farewell My Concubine,1993,tt0106332
1000+ Movies to Watch Before You Die,false,The Age of Innocence,1993,tt0106226
1000+ Movies to Watch Before You Die,false,Jurassic Park,1993,tt0107290
1000+ Movies to Watch Before You Die,false,Thirty Two Short Films About Glenn Gould,1993,tt0108328
1000+ Movies to Watch Before You Die,false,The Piano,1993,tt0107822
1000+ Movies to Watch Before You Die,false,Groundhog Day,1993,tt0107048
1000+ Movies to Watch Before You Die,true,Schindler's List,1993,tt0108052
1000+ Movies to Watch Before You Die,false,Short Cuts,1993,tt0108122
1000+ Movies to Watch Before You Die,false,Philadelphia,1993,tt0107818
1000+ Movies to Watch Before You Die,false,Three Colors: Blue,1993,tt0108394
1000+ Movies to Watch Before You Die,false,The Blue Kite,1993,tt0107358
1000+ Movies to Watch Before You Die,false,The Puppetmaster,1993,tt0107157
1000+ Movies to Watch Before You Die,false,The Wedding Banquet,1993,tt0107156
1000+ Movies to Watch Before You Die,false,Dear Diary,1993,tt0109382
1000+ Movies to Watch Before You Die,false,Lamerica,1994,tt0110299
1000+ Movies to Watch Before You Die,false,Chungking Express,1994,tt0109424
1000+ Movies to Watch Before You Die,false,The Kingdom,1994,tt0108906
1000+ Movies to Watch Before You Die,false,Three Colors: Red,1994,tt0111495
1000+ Movies to Watch Before You Die,false,Through the Olive Trees,1994,tt0111845
1000+ Movies to Watch Before You Die,false,The Lion King,1994,tt0110357
1000+ Movies to Watch Before You Die,false,The Last Seduction,1994,tt0110308
1000+ Movies to Watch Before You Die,false,Crumb,1994,tt0109508
1000+ Movies to Watch Before You Die,false,Heavenly Creatures,1994,tt0110005
1000+ Movies to Watch Before You Die,false,Pulp Fiction,1994,tt0110912
1000+ Movies to Watch Before You Die,false,Natural Born Killers,1994,tt0110632
1000+ Movies to Watch Before You Die,false,Muriel's Wedding,1994,tt0110598
1000+ Movies to Watch Before You Die,false,"The Adventures of Priscilla, Queen of the Desert",1994,tt0109045
1000+ Movies to Watch Before You Die,false,Hoop Dreams,1994,tt0110057
1000+ Movies to Watch Before You Die,false,Satantango,1994,tt0111341
1000+ Movies to Watch Before You Die,false,Clerks,1994,tt0109445
1000+ Movies to Watch Before You Die,false,Four Weddings and a Funeral,1994,tt0109831
1000+ Movies to Watch Before You Die,false,Forrest Gump,1994,tt0109830
1000+ Movies to Watch Before You Die,false,The Shawshank Redemption,1994,tt0111161
1000+ Movies to Watch Before You Die,false,Wild Reeds,1994,tt0111019
1000+ Movies to Watch Before You Die,false,Smoke,1995,tt0114478
1000+ Movies to Watch Before You Die,false,Strange Days,1995,tt0114558
1000+ Movies to Watch Before You Die,false,The Pillow Book,1995,tt0114134
1000+ Movies to Watch Before You Die,false,Dilwale Dulhania Le Jayenge,1995,tt0112870
1000+ Movies to Watch Before You Die,false,Safe,1995,tt0114323
1000+ Movies to Watch Before You Die,true,Clueless,1995,tt0112697
1000+ Movies to Watch Before You Die,false,Underground,1995,tt0114787
1000+ Movies to Watch Before You Die,false,Se7en,1995,tt0114369
1000+ Movies to Watch Before You Die,false,Babe,1995,tt0112431
1000+ Movies to Watch Before You Die,false,Deseret,1995,tt0131356
1000+ Movies to Watch Before You Die,false,Braveheart,1995,tt0112573
1000+ Movies to Watch Before You Die,false,Cyclo,1995,tt0112767
1000+ Movies to Watch Before You Die,false,Zero Kelvin,1995,tt0113557
1000+ Movies to Watch Before You Die,false,The White Balloon,1995,tt0112445
1000+ Movies to Watch Before You Die,false,Casino,1995,tt0112641
1000+ Movies to Watch Before You Die,false,The Usual Suspects,1995,tt0114814
1000+ Movies to Watch Before You Die,false,Dead Man,1995,tt0112817
1000+ Movies to Watch Before You Die,false,Toy Story,1995,tt0114709
1000+ Movies to Watch Before You Die,false,Heat,1995,tt0113277
1000+ Movies to Watch Before You Die,false,Secrets & Lies,1996,tt0117589
1000+ Movies to Watch Before You Die,false,Trainspotting,1996,tt0117951
1000+ Movies to Watch Before You Die,false,Fargo,1996,tt0116282
1000+ Movies to Watch Before You Die,false,Gabbeh,1996,tt0116384
1000+ Movies to Watch Before You Die,false,Shine,1996,tt0117631
1000+ Movies to Watch Before You Die,false,Scream,1996,tt0117571
1000+ Movies to Watch Before You Die,false,The English Patient,1996,tt0116209
1000+ Movies to Watch Before You Die,false,Lone Star,1996,tt0116905
1000+ Movies to Watch Before You Die,false,Breaking the Waves,1996,tt0115751
1000+ Movies to Watch Before You Die,true,Independence Day,1996,tt0116629
1000+ Movies to Watch Before You Die,false,Three Lives and Only One Death,1996,tt0117968
1000+ Movies to Watch Before You Die,false,Boogie Nights,1997,tt0118749
1000+ Movies to Watch Before You Die,false,Open Your Eyes,1997,tt0125659
1000+ Movies to Watch Before You Die,false,Happy Together,1997,tt0118845
1000+ Movies to Watch Before You Die,false,Mother and Son,1997,tt0119711
1000+ Movies to Watch Before You Die,false,Princess Mononoke,1997,tt0119698
1000+ Movies to Watch Before You Die,false,Taste of Cherry,1997,tt0120265
1000+ Movies to Watch Before You Die,false,The Ice Storm,1997,tt0119349
1000+ Movies to Watch Before You Die,false,L.A. Confidential,1997,tt0119488
1000+ Movies to Watch Before You Die,false,Funny Games,1997,tt0119167
1000+ Movies to Watch Before You Die,false,The Sweet Hereafter,1997,tt0120255
1000+ Movies to Watch Before You Die,false,Titanic,1997,tt0120338
1000+ Movies to Watch Before You Die,false,Deconstructing Harry,1997,tt0118954
1000+ Movies to Watch Before You Die,false,The Butcher Boy,1997,tt0118804
1000+ Movies to Watch Before You Die,false,Kundun,1997,tt0119485
1000+ Movies to Watch Before You Die,false,Fireworks,1997,tt0119250
1000+ Movies to Watch Before You Die,false,"Fast, Cheap & Out of Control",1997,tt0119107
1000+ Movies to Watch Before You Die,false,Buffalo '66,1998,tt0118789
1000+ Movies to Watch Before You Die,false,The Idiots,1998,tt0154421
1000+ Movies to Watch Before You Die,false,Run Lola Run,1998,tt0130827
1000+ Movies to Watch Before You Die,false,The Ring,1998,tt0178868
1000+ Movies to Watch Before You Die,false,Saving Private Ryan,1998,tt0120815
1000+ Movies to Watch Before You Die,false,Pi,1998,tt0138704
1000+ Movies to Watch Before You Die,false,Rushmore,1998,tt0128445
1000+ Movies to Watch Before You Die,false,The Big Lebowski,1998,tt0118715
1000+ Movies to Watch Before You Die,false,There's Something About Mary,1998,tt0129387
1000+ Movies to Watch Before You Die,false,Sombre,1998,tt0166808
1000+ Movies to Watch Before You Die,false,"Lock, Stock and Two Smoking Barrels",1998,tt0120735
1000+ Movies to Watch Before You Die,false,The Thin Red Line,1998,tt0120863
1000+ Movies to Watch Before You Die,false,Happiness,1998,tt0147612
1000+ Movies to Watch Before You Die,false,The Celebration,1998,tt0154420
1000+ Movies to Watch Before You Die,false,Marcel Proust's Time Regained,1999,tt0189142
1000+ Movies to Watch Before You Die,false,Eyes Wide Shut,1999,tt0120663
1000+ Movies to Watch Before You Die,false,Audition,1999,tt0235198
1000+ Movies to Watch Before You Die,false,Magnolia,1999,tt0175880
1000+ Movies to Watch Before You Die,false,Three Kings,1999,tt0120188
1000+ Movies to Watch Before You Die,false,The Sixth Sense,1999,tt0167404
1000+ Movies to Watch Before You Die,false,Being John Malkovich,1999,tt0120601
1000+ Movies to Watch Before You Die,true,The Blair Witch Project,1999,tt0185937
1000+ Movies to Watch Before You Die,false,Toy Story 2,1999,tt0120363
1000+ Movies to Watch Before You Die,false,Taboo,1999,tt0213682
1000+ Movies to Watch Before You Die,false,All About My Mother,1999,tt0185125
1000+ Movies to Watch Before You Die,false,Attack the Gas Station,1999,tt0262246
1000+ Movies to Watch Before You Die,false,American Beauty,1999,tt0169547
1000+ Movies to Watch Before You Die,false,Beau Travail,1999,tt0209933
1000+ Movies to Watch Before You Die,false,The Matrix,1999,tt0133093
1000+ Movies to Watch Before You Die,false,Rosetta,1999,tt0200071
1000+ Movies to Watch Before You Die,false,The Wind Will Carry Us,1999,tt0209463
1000+ Movies to Watch Before You Die,true,Fight Club,1999,tt0137523
1000+ Movies to Watch Before You Die,false,Dancer in the Dark,2000,tt0168629
1000+ Movies to Watch Before You Die,false,The Gleaners & I,2000,tt0247380
1000+ Movies to Watch Before You Die,false,"O Brother, Where Art Thou?",2000,tt0190590
1000+ Movies to Watch Before You Die,false,The Captive,2000,tt0216605
1000+ Movies to Watch Before You Die,false,Nine Queens,2000,tt0247586
1000+ Movies to Watch Before You Die,false,Ali Zaoua: Prince of the Streets,2000,tt0260688
1000+ Movies to Watch Before You Die,false,In the Mood for Love,2000,tt0118694
1000+ Movies to Watch Before You Die,false,"Crouching Tiger, Hidden Dragon",2000,tt0190332
1000+ Movies to Watch Before You Die,true,Gladiator,2000,tt0172495
1000+ Movies to Watch Before You Die,false,Kippur,2000,tt0218379
1000+ Movies to Watch Before You Die,true,Requiem for a Dream,2000,tt0180093
1000+ Movies to Watch Before You Die,false,Amores Perros,2000,tt0245712
1000+ Movies to Watch Before You Die,false,Memento,2000,tt0209144
1000+ Movies to Watch Before You Die,true,Meet the Parents,2000,tt0212338
1000+ Movies to Watch Before You Die,false,Traffic,2000,tt0181865
1000+ Movies to Watch Before You Die,false,Signs & Wonders,2000,tt0230783
1000+ Movies to Watch Before You Die,false,Moulin Rouge!,2001,tt0203009
1000+ Movies to Watch Before You Die,false,The Royal Tenenbaums,2001,tt0265666
1000+ Movies to Watch Before You Die,false,The Piano Teacher,2001,tt0254686
1000+ Movies to Watch Before You Die,false,The Son's Room,2001,tt0208990
1000+ Movies to Watch Before You Die,false,Amélie,2001,tt0211915
1000+ Movies to Watch Before You Die,false,What Time Is It There?,2001,tt0269746
1000+ Movies to Watch Before You Die,false,Kandahar,2001,tt0283431
1000+ Movies to Watch Before You Die,true,Spirited Away,2001,tt0245429
1000+ Movies to Watch Before You Die,true,The Lord of the Rings: The Fellowship of the Ring,2001,tt0120737
1000+ Movies to Watch Before You Die,false,No Man's Land,2001,tt0283509
1000+ Movies to Watch Before You Die,false,Monsoon Wedding,2001,tt0265343
1000+ Movies to Watch Before You Die,false,Fat Girl,2001,tt0243255
1000+ Movies to Watch Before You Die,false,Mulholland Drive,2001,tt0166924
1000+ Movies to Watch Before You Die,false,Lantana,2001,tt0259393
1000+ Movies to Watch Before You Die,false,A.I. Artificial Intelligence,2001,tt0212720
1000+ Movies to Watch Before You Die,false,And Your Mother Too,2001,tt0245574
1000+ Movies to Watch Before You Die,false,City of God,2002,tt0317248
1000+ Movies to Watch Before You Die,false,Irreversible,2002,tt0290673
1000+ Movies to Watch Before You Die,false,Rabbit-Proof Fence,2002,tt0252444
1000+ Movies to Watch Before You Die,false,Chicago,2002,tt0299658
1000+ Movies to Watch Before You Die,false,Far from Heaven,2002,tt0297884
1000+ Movies to Watch Before You Die,false,Adaptation.,2002,tt0268126
1000+ Movies to Watch Before You Die,false,The Pianist,2002,tt0253474
1000+ Movies to Watch Before You Die,false,Bowling for Columbine,2002,tt0310793
1000+ Movies to Watch Before You Die,false,Gangs of New York,2002,tt0217505
1000+ Movies to Watch Before You Die,true,The Lord of the Rings: The Two Towers,2002,tt0167261
1000+ Movies to Watch Before You Die,false,Hero,2002,tt0299977
1000+ Movies to Watch Before You Die,false,Distant,2002,tt0346094
1000+ Movies to Watch Before You Die,false,Russian Ark,2002,tt0318034
1000+ Movies to Watch Before You Die,false,Talk to Her,2002,tt0287467
1000+ Movies to Watch Before You Die,false,Bus 174,2002,tt0340468
1000+ Movies to Watch Before You Die,false,Kill Bill: Vol. 1,2003,tt0266697
1000+ Movies to Watch Before You Die,false,The Barbarian Invasions,2003,tt0338135
1000+ Movies to Watch Before You Die,true,The Lord of the Rings: The Return of the King,2003,tt0167260
1000+ Movies to Watch Before You Die,false,Elephant,2003,tt0363589
1000+ Movies to Watch Before You Die,false,Aileen: Life and Death of a Serial Killer,2003,tt0364930
1000+ Movies to Watch Before You Die,false,Oldboy,2003,tt0364569
1000+ Movies to Watch Before You Die,false,Good Bye Lenin!,2003,tt0301357
1000+ Movies to Watch Before You Die,false,Osama,2003,tt0368913
1000+ Movies to Watch Before You Die,false,The Best of Youth,2003,tt0346336
1000+ Movies to Watch Before You Die,false,Lost in Translation,2003,tt0335266
1000+ Movies to Watch Before You Die,false,Moolaadé,2003,tt0416991
1000+ Movies to Watch Before You Die,false,3-Iron,2004,tt0423866
1000+ Movies to Watch Before You Die,false,Head-On,2004,tt0347048
1000+ Movies to Watch Before You Die,false,The Consequences of Love,2004,tt0398883
1000+ Movies to Watch Before You Die,false,A Very Long Engagement,2004,tt0344510
1000+ Movies to Watch Before You Die,false,Fahrenheit 9/11,2004,tt0361596
1000+ Movies to Watch Before You Die,false,The Passion of the Christ,2004,tt0335345
1000+ Movies to Watch Before You Die,false,Collateral,2004,tt0369339
1000+ Movies to Watch Before You Die,false,The Aviator,2004,tt0338751
1000+ Movies to Watch Before You Die,false,Million Dollar Baby,2004,tt0405159
1000+ Movies to Watch Before You Die,false,Crash,2004,tt0375679
1000+ Movies to Watch Before You Die,false,Sideways,2004,tt0375063
1000+ Movies to Watch Before You Die,false,Downfall,2004,tt0363163
1000+ Movies to Watch Before You Die,false,Brokeback Mountain,2005,tt0388795
1000+ Movies to Watch Before You Die,false,Paradise Now,2005,tt0445620
1000+ Movies to Watch Before You Die,false,Live and Become,2005,tt0388505
1000+ Movies to Watch Before You Die,false,The Constant Gardener,2005,tt0387131
1000+ Movies to Watch Before You Die,false,Caché,2005,tt0387898
1000+ Movies to Watch Before You Die,false,Tsotsi,2005,tt0468565
1000+ Movies to Watch Before You Die,false,Babel,2006,tt0449467
1000+ Movies to Watch Before You Die,false,The Lives of Others,2006,tt0405094
1000+ Movies to Watch Before You Die,false,Pan's Labyrinth,2006,tt0457430
1000+ Movies to Watch Before You Die,false,The Host,2006,tt0468492
1000+ Movies to Watch Before You Die,false,Apocalypto,2006,tt0472043
1000+ Movies to Watch Before You Die,false,The Queen,2006,tt0436697
1000+ Movies to Watch Before You Die,false,The Prestige,2006,tt0482571
1000+ Movies to Watch Before You Die,false,Children of Men,2006,tt0206634
1000+ Movies to Watch Before You Die,false,United 93,2006,tt0475276
1000+ Movies to Watch Before You Die,false,The Last King of Scotland,2006,tt0455590
1000+ Movies to Watch Before You Die,false,Volver,2006,tt0441909
1000+ Movies to Watch Before You Die,false,Little Miss Sunshine,2006,tt0449059
1000+ Movies to Watch Before You Die,false,The Departed,2006,tt0407887
1000+ Movies to Watch Before You Die,false,Borat,2006,tt0443453
1000+ Movies to Watch Before You Die,false,Once,2007,tt0907657
1000+ Movies to Watch Before You Die,false,The Bourne Ultimatum,2007,tt0440963
1000+ Movies to Watch Before You Die,false,Surfwise,2007,tt0479547
1000+ Movies to Watch Before You Die,false,Atonement,2007,tt0783233
1000+ Movies to Watch Before You Die,false,Into the Wild,2007,tt0758758
1000+ Movies to Watch Before You Die,false,La Vie En Rose,2007,tt0450188
1000+ Movies to Watch Before You Die,false,There Will Be Blood,2007,tt0469494
1000+ Movies to Watch Before You Die,false,Paranormal Activity,2007,tt1179904
1000+ Movies to Watch Before You Die,false,The Diving Bell and the Butterfly,2007,tt0401383
1000+ Movies to Watch Before You Die,true,No Country for Old Men,2007,tt0477348
1000+ Movies to Watch Before You Die,false,Slumdog Millionaire,2008,tt1010048
1000+ Movies to Watch Before You Die,false,The Class,2008,tt1068646
1000+ Movies to Watch Before You Die,false,The Dark Knight,2008,tt0468569
1000+ Movies to Watch Before You Die,false,WALL·E,2008,tt0910970
1000+ Movies to Watch Before You Die,false,The Wrestler,2008,tt1125849
1000+ Movies to Watch Before You Die,false,The Curious Case of Benjamin Button,2008,tt0421715
1000+ Movies to Watch Before You Die,false,Anvil,2008,tt1157605
1000+ Movies to Watch Before You Die,false,The Hurt Locker,2008,tt0887912
1000+ Movies to Watch Before You Die,false,Let the Right One In,2008,tt1139797
1000+ Movies to Watch Before You Die,false,The Good the Bad the Weird,2008,tt0901487
1000+ Movies to Watch Before You Die,false,Gomorrah,2008,tt0929425
1000+ Movies to Watch Before You Die,false,An Education,2009,tt1174732
1000+ Movies to Watch Before You Die,false,The White Ribbon,2009,tt1149362
1000+ Movies to Watch Before You Die,true,District 9,2009,tt1136608
1000+ Movies to Watch Before You Die,true,Avatar,2009,tt0499549
1000+ Movies to Watch Before You Die,false,The Hangover,2009,tt1119646
1000+ Movies to Watch Before You Die,false,In the Loop,2009,tt1226774
1000+ Movies to Watch Before You Die,false,Fish Tank,2009,tt1232776
1000+ Movies to Watch Before You Die,true,Inglourious Basterds,2009,tt0361748
1000+ Movies to Watch Before You Die,false,Monsters vs. Aliens,2009,tt0892782
1000+ Movies to Watch Before You Die,false,Precious,2009,tt0929632
1000+ Movies to Watch Before You Die,false,Inception,2010,tt1375666
1000+ Movies to Watch Before You Die,false,Four Lions,2010,tt1341167
1000+ Movies to Watch Before You Die,false,Nostalgia for the Light,2010,tt1556190
1000+ Movies to Watch Before You Die,false,Of Gods and Men,2010,tt1588337
1000+ Movies to Watch Before You Die,false,Toy Story 3,2010,tt0435761
1000+ Movies to Watch Before You Die,false,True Grit,2010,tt1403865
1000+ Movies to Watch Before You Die,false,The King's Speech,2010,tt1504320
1000+ Movies to Watch Before You Die,false,Senna,2010,tt1424432
1000+ Movies to Watch Before You Die,false,Cave of Forgotten Dreams,2010,tt1664894
1000+ Movies to Watch Before You Die,false,Black Swan,2010,tt0947798
1000+ Movies to Watch Before You Die,false,The Social Network,2010,tt1285016
1000+ Movies to Watch Before You Die,false,The Tree of Life,2011,tt0478304
1000+ Movies to Watch Before You Die,false,Le Havre,2011,tt1508675
1000+ Movies to Watch Before You Die,false,A Separation,2011,tt1832382
1000+ Movies to Watch Before You Die,false,The Kid with a Bike,2011,tt1827512
1000+ Movies to Watch Before You Die,false,The Artist,2011,tt1655442
1000+ Movies to Watch Before You Die,false,War Horse,2011,tt1568911
1000+ Movies to Watch Before You Die,false,The Descendants,2011,tt1033575
1000+ Movies to Watch Before You Die,false,Hugo,2011,tt0970179
1000+ Movies to Watch Before You Die,false,Tinker Tailor Soldier Spy,2011,tt1340800
1000+ Movies to Watch Before You Die,false,Bridesmaids,2011,tt1478338
1000+ Movies to Watch Before You Die,true,The Girl with the Dragon Tattoo,2011,tt1568346
1000+ Movies to Watch Before You Die,false,Drive,2011,tt0780504
1000+ Movies to Watch Before You Die,true,The Cabin in the Woods,2011,tt1259521
1000+ Movies to Watch Before You Die,false,Blancanieves,2012,tt1854513
1000+ Movies to Watch Before You Die,false,Life of Pi,2012,tt0454876
1000+ Movies to Watch Before You Die,false,Lincoln,2012,tt0443272
1000+ Movies to Watch Before You Die,false,Wadjda,2012,tt2258858
1000+ Movies to Watch Before You Die,false,Argo,2012,tt1024648
1000+ Movies to Watch Before You Die,true,Skyfall,2012,tt1074638
1000+ Movies to Watch Before You Die,false,The Act of Killing,2012,tt2375605
1000+ Movies to Watch Before You Die,false,Django Unchained,2012,tt1853728
1000+ Movies to Watch Before You Die,false,Amour,2012,tt1602620
1000+ Movies to Watch Before You Die,false,Les Misérables,2012,tt1707386
1000+ Movies to Watch Before You Die,false,Inside Llewyn Davis,2013,tt2042568
1000+ Movies to Watch Before You Die,false,American Hustle,2013,tt1800241
1000+ Movies to Watch Before You Die,false,Ida,2013,tt2718492
1000+ Movies to Watch Before You Die,false,Under the Skin,2013,tt1441395
1000+ Movies to Watch Before You Die,false,The Wolf of Wall Street,2013,tt0993846
1000+ Movies to Watch Before You Die,false,Blue Is the Warmest Colour,2013,tt2278871
1000+ Movies to Watch Before You Die,false,The Great Beauty,2013,tt2358891
1000+ Movies to Watch Before You Die,false,A Touch of Sin,2013,tt2852400
1000+ Movies to Watch Before You Die,false,Gravity,2013,tt1454468
1000+ Movies to Watch Before You Die,true,12 Years a Slave,2013,tt2024544
1000+ Movies to Watch Before You Die,false,Nebraska,2013,tt1821549
1000+ Movies to Watch Before You Die,false,The Grand Budapest Hotel,2014,tt2278388
